Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,target
1,66,No,8,2,40,0
9,60,Yes,8,1,58,0
6,63,Yes,9,3,53,0
8,54,No,8,4,46,0
7,74,Yes,5,7,66,0
6,64,Yes,4,5,49,0
4,94,Yes,9,8,77,1
7,48,No,4,2,36,0
9,56,No,6,9,55,0
7,60,No,5,8,49,0
1,99,Yes,9,3,76,1
9,52,Yes,7,7,45,0
4,42,Yes,9,9,28,0
3,43,Yes,6,6,25,0
4,43,No,7,6,27,0
4,82,No,9,8,67,0
2,67,Yes,7,9,44,0
1,46,No,8,1,18,0
1,65,No,7,4,37,0
8,50,No,9,2,43,0
2,63,Yes,7,6,43,0
5,82,No,5,2,66,0
4,49,No,8,4,34,0
8,76,No,8,4,77,1
2,52,No,6,1,31,0
9,83,No,8,0,80,1
7,81,Yes,4,5,71,1
7,78,No,5,0,69,0
1,58,No,6,8,34,0
2,90,Yes,4,9,69,0
4,58,No,7,4,44,0
4,51,Yes,4,0,30,0
3,91,Yes,6,7,73,1
7,61,Yes,8,0,52,0
8,86,Yes,5,3,81,1
2,76,No,6,6,52,0
4,95,No,4,3,77,1
3,69,Yes,4,4,44,0
2,85,No,6,6,62,0
6,51,Yes,9,3,44,0
4,68,No,9,4,51,0
6,60,No,6,6,48,0
2,50,Yes,9,0,30,0
4,99,No,6,2,82,1
6,76,Yes,8,0,61,0
5,87,No,6,2,72,1
3,97,No,7,1,78,1
8,57,No,5,4,53,0
7,83,Yes,5,9,78,1
3,98,Yes,7,4,79,1
6,66,Yes,4,9,56,0
4,76,No,4,8,58,0
5,87,Yes,4,7,72,1
5,51,Yes,4,2,37,0
7,62,Yes,8,0,56,0
5,73,No,7,4,59,0
3,77,No,5,2,54,0
5,62,No,7,4,47,0
7,92,No,5,8,84,1
5,64,Yes,4,0,50,0
5,43,No,8,0,27,0
9,69,Yes,6,8,67,0
3,69,No,6,2,48,0
6,52,Yes,9,9,42,0
1,81,Yes,4,4,55,0
5,88,No,4,8,73,1
8,53,Yes,7,4,46,0
5,95,Yes,8,2,81,1
9,86,Yes,8,8,82,1
6,47,Yes,7,6,35,0
8,94,No,8,6,92,1
8,63,No,8,7,59,0
3,57,Yes,6,4,35,0
7,74,No,8,1,65,0
7,64,Yes,4,8,53,0
6,56,Yes,6,2,45,0
7,71,No,4,1,61,0
2,95,Yes,4,9,74,1
9,63,No,7,9,60,0
1,46,Yes,9,4,23,0
1,52,No,8,7,25,0
3,66,No,8,2,45,0
3,87,Yes,8,5,68,0
1,44,No,8,8,21,0
7,75,Yes,6,1,65,0
4,65,No,5,7,45,0
2,81,Yes,4,9,58,0
5,84,No,9,6,76,1
6,70,No,9,2,57,0
9,49,No,5,0,46,0
4,85,Yes,5,5,68,0
2,65,No,5,1,40,0
5,61,Yes,6,2,45,0
3,51,No,5,4,31,0
2,71,No,6,7,50,0
1,66,Yes,7,1,43,0
2,72,No,7,5,50,0
6,92,Yes,9,0,80,1
8,91,Yes,7,6,90,1
3,59,Yes,6,3,38,0
9,78,Yes,6,0,73,1
9,80,Yes,4,8,78,1
2,79,No,5,8,54,0
8,98,Yes,8,2,92,1
5,52,No,8,5,39,0
4,53,Yes,5,6,41,0
5,83,Yes,8,3,71,1
4,79,No,8,5,65,0
8,92,No,8,8,87,1
4,61,Yes,9,9,47,0
6,57,Yes,6,5,42,0
2,87,No,6,6,62,0
5,68,No,6,5,54,0
6,82,Yes,5,6,71,1
5,55,Yes,7,0,42,0
2,85,Yes,9,5,64,0
7,74,No,9,8,70,1
4,92,Yes,8,2,77,1
8,73,No,4,5,62,0
7,42,No,6,3,28,0
7,43,Yes,9,6,36,0
9,93,Yes,9,6,92,1
1,44,No,4,8,18,0
6,49,Yes,8,3,37,0
6,91,Yes,9,7,81,1
6,68,No,9,7,57,0
6,71,Yes,7,7,61,0
7,70,No,4,7,62,0
6,41,No,8,5,27,0
1,51,Yes,8,7,26,0
3,66,No,6,5,48,0
2,44,No,7,9,18,0
6,76,Yes,8,1,66,0
8,66,No,7,2,59,0
3,62,Yes,6,5,41,0
8,72,No,4,6,64,0
8,43,No,9,3,40,0
5,98,No,9,0,84,1
8,60,No,5,3,51,0
6,63,No,5,5,49,0
5,83,No,5,7,67,0
9,70,No,9,3,70,1
7,83,Yes,7,9,75,1
8,87,No,5,0,80,1
1,63,Yes,4,4,35,0
2,88,No,8,6,65,0
8,92,No,7,5,86,1
9,49,Yes,9,2,45,0
4,88,Yes,4,6,69,0
9,88,Yes,9,3,86,1
4,89,No,7,4,75,1
9,41,Yes,7,6,39,0
7,70,No,7,1,59,0
2,64,No,6,3,42,0
9,43,Yes,8,3,42,0
4,90,No,5,5,70,1
8,50,Yes,6,6,48,0
7,56,Yes,8,3,49,0
7,83,Yes,9,9,78,1
8,41,Yes,5,0,34,0
1,45,No,6,0,18,0
5,48,No,6,4,33,0
2,44,Yes,4,0,20,0
2,59,Yes,6,2,35,0
1,68,No,7,8,46,0
5,60,No,9,2,42,0
2,48,Yes,6,2,23,0
4,67,No,7,8,51,0
3,94,No,8,4,75,1
3,47,No,8,7,27,0
2,70,No,7,9,48,0
6,59,Yes,4,8,45,0
2,66,No,4,5,40,0
8,47,Yes,8,6,42,0
8,93,Yes,9,6,90,1
5,60,Yes,6,6,45,0
7,67,No,8,3,55,0
4,62,No,8,1,45,0
1,45,Yes,7,1,20,0
2,42,No,4,6,15,0
4,44,Yes,9,9,28,0
1,48,Yes,7,6,25,0
8,46,No,8,9,39,0
9,99,No,5,6,96,1
4,43,No,6,7,24,0
3,78,Yes,8,2,63,0
2,44,Yes,7,4,19,0
5,50,No,5,5,31,0
3,54,Yes,5,7,35,0
7,73,Yes,8,7,65,0
6,52,Yes,9,9,41,0
1,93,No,4,2,65,0
8,87,No,5,3,83,1
2,46,No,6,5,22,0
5,79,Yes,7,3,68,0
9,45,No,7,9,40,0
8,95,Yes,7,3,92,1
2,78,Yes,8,4,54,0
9,89,Yes,7,9,90,1
5,69,No,7,6,57,0
6,61,Yes,6,1,47,0
3,64,No,4,1,43,0
3,67,Yes,9,9,50,0
8,93,No,8,8,91,1
2,59,No,8,3,34,0
2,78,No,7,4,54,0
5,42,No,6,2,26,0
6,44,No,5,1,34,0
2,40,No,7,9,18,0
5,54,No,7,7,38,0
7,65,No,8,3,57,0
8,42,Yes,8,0,34,0
7,79,Yes,7,5,68,0
8,96,Yes,8,5,92,1
9,80,Yes,6,1,77,1
5,86,Yes,5,1,71,1
5,81,No,5,7,67,0
4,73,No,5,6,59,0
9,91,No,7,1,91,1
5,44,No,9,9,29,0
2,70,No,7,0,48,0
8,90,Yes,7,7,90,1
7,52,Yes,6,9,48,0
8,82,No,5,1,77,1
3,40,Yes,8,4,20,0
4,61,Yes,8,5,42,0
5,54,No,4,9,37,0
6,65,No,4,0,52,0
1,57,Yes,9,1,33,0
4,87,Yes,8,9,72,1
5,48,No,5,3,34,0
7,40,Yes,7,1,33,0
5,82,No,8,5,71,1
1,48,Yes,9,3,25,0
7,62,Yes,9,2,55,0
8,82,No,8,5,76,1
7,84,Yes,4,8,76,1
4,97,No,5,7,81,1
8,41,Yes,8,1,35,0
5,53,Yes,7,2,35,0
9,77,No,7,1,74,1
5,79,Yes,6,9,66,0
1,57,No,7,6,31,0
9,55,No,8,8,54,0
5,92,Yes,8,0,79,1
6,68,No,7,2,58,0
4,83,No,4,5,66,0
6,50,No,5,3,36,0
8,45,Yes,9,9,44,0
3,42,No,8,9,26,0
5,53,No,7,0,37,0
2,99,Yes,9,8,82,1
2,41,No,7,6,18,0
7,71,No,8,6,66,0
6,70,No,6,0,60,0
4,50,Yes,5,8,32,0
5,61,Yes,8,7,51,0
1,42,Yes,9,9,18,0
7,89,Yes,7,4,82,1
8,70,Yes,6,3,66,0
9,72,Yes,8,0,69,0
8,63,No,5,8,59,0
5,40,Yes,6,7,26,0
3,83,Yes,9,1,63,0
9,54,Yes,7,3,52,0
6,76,Yes,4,3,66,0
5,66,No,5,6,51,0
3,77,No,6,2,54,0
6,87,Yes,8,7,77,1
3,66,No,8,6,45,0
6,83,Yes,6,9,77,1
4,51,No,8,3,32,0
2,42,Yes,6,8,15,0
8,69,Yes,5,5,62,0
4,71,Yes,8,2,55,0
9,62,Yes,5,6,59,0
7,41,No,7,5,32,0
2,46,Yes,7,7,21,0
4,73,No,7,4,56,0
5,71,No,7,5,55,0
3,92,No,8,0,74,1
9,78,Yes,6,7,74,1
5,71,No,8,0,56,0
2,82,No,9,2,58,0
3,82,No,8,1,64,0
9,53,Yes,5,5,49,0
7,42,No,6,7,31,0
2,85,Yes,4,7,64,0
9,71,No,4,6,63,0
4,82,No,6,6,66,0
9,75,Yes,4,7,73,1
2,56,Yes,6,4,38,0
4,87,No,5,2,70,1
5,42,Yes,5,1,27,0
2,96,No,8,2,72,1
1,49,No,4,2,21,0
7,92,Yes,6,6,85,1
1,86,Yes,5,0,62,0
8,79,Yes,8,6,73,1
3,57,No,4,5,32,0
6,42,No,4,9,30,0
7,78,No,4,1,64,0
1,49,Yes,5,9,25,0
6,91,Yes,5,0,82,1
7,48,Yes,4,8,41,0
6,85,No,5,1,71,1
4,94,Yes,4,3,79,1
1,85,Yes,7,8,59,0
9,50,No,5,8,45,0
4,99,Yes,6,0,84,1
7,72,Yes,5,1,62,0
7,75,No,4,1,65,0
2,65,No,6,1,43,0
1,66,No,8,7,39,0
8,77,No,6,7,70,1
8,61,No,6,9,54,0
7,65,No,5,7,55,0
8,61,Yes,9,3,55,0
3,44,Yes,6,7,25,0
2,74,No,6,6,52,0
7,41,No,4,7,31,0
8,74,Yes,5,0,68,0
1,48,No,4,2,19,0
9,90,No,5,9,87,1
4,90,Yes,8,5,71,1
4,88,Yes,9,0,74,1
3,57,No,6,3,35,0
6,82,No,5,8,69,0
1,51,Yes,6,6,24,0
6,42,No,6,0,29,0
2,57,Yes,7,5,34,0
9,95,Yes,4,5,93,1
2,77,No,9,1,52,0
7,46,Yes,5,5,37,0
1,72,Yes,8,9,49,0
7,45,Yes,9,1,38,0
5,57,No,7,7,44,0
8,84,No,4,6,75,1
4,61,No,8,5,44,0
7,90,Yes,8,9,84,1
6,78,Yes,6,5,65,0
5,90,No,4,8,75,1
4,48,Yes,7,8,29,0
7,74,Yes,5,9,67,0
5,62,No,5,9,50,0
5,51,Yes,7,1,38,0
1,91,Yes,6,2,66,0
2,63,Yes,6,9,42,0
5,89,Yes,8,6,76,1
3,79,Yes,4,9,64,0
2,48,Yes,8,8,26,0
4,52,No,5,5,31,0
4,79,No,7,0,63,0
4,93,Yes,4,6,77,1
4,81,No,7,0,61,0
3,56,No,4,4,33,0
7,46,No,9,8,39,0
9,56,Yes,5,9,52,0
5,94,No,5,9,82,1
4,89,Yes,9,8,73,1
2,63,No,4,0,37,0
2,41,No,6,5,16,0
5,74,Yes,4,2,59,0
7,67,No,5,8,59,0
9,58,Yes,7,2,56,0
7,72,No,8,1,59,0
5,60,No,7,7,46,0
6,92,No,5,2,80,1
3,49,No,7,4,30,0
5,92,Yes,6,5,78,1
8,85,Yes,6,9,81,1
1,84,No,4,9,57,0
1,48,Yes,7,0,24,0
7,77,No,7,6,66,0
5,45,Yes,5,6,31,0
5,90,Yes,4,4,73,1
1,92,Yes,4,8,66,0
9,81,No,7,1,78,1
1,94,Yes,8,4,66,0
5,74,Yes,7,1,57,0
9,57,No,7,1,50,0
4,92,No,7,8,77,1
8,58,No,6,6,54,0
6,44,Yes,9,3,30,0
3,64,Yes,4,7,43,0
4,50,Yes,9,3,34,0
2,49,Yes,6,0,26,0
1,56,Yes,8,9,36,0
8,75,Yes,5,2,69,0
1,65,No,8,9,39,0
1,70,Yes,4,0,44,0
4,71,Yes,5,1,56,0
6,60,Yes,9,1,47,0
9,57,No,8,6,56,0
1,99,Yes,4,3,73,1
7,57,No,8,9,48,0
5,40,Yes,5,8,24,0
8,53,No,5,1,49,0
7,47,No,8,8,41,0
4,41,No,6,5,24,0
4,90,Yes,8,9,72,1
6,54,No,9,7,45,0
6,99,Yes,8,6,92,1
9,73,No,8,7,68,0
5,75,Yes,6,8,62,0
8,40,No,7,7,36,0
5,90,No,5,5,77,1
2,60,Yes,9,7,40,0
6,81,No,4,7,69,0
9,40,Yes,5,1,38,0
3,71,No,5,1,50,0
1,59,No,7,0,33,0
1,93,Yes,5,9,69,0
3,86,Yes,5,1,63,0
5,75,Yes,6,6,59,0
3,78,No,6,2,54,0
9,69,Yes,6,3,65,0
8,46,Yes,6,3,41,0
3,61,No,6,3,41,0
9,96,Yes,9,1,94,1
6,89,Yes,4,5,80,1
7,84,No,7,0,74,1
4,49,No,8,4,33,0
4,95,No,9,1,78,1
2,47,No,6,8,21,0
5,66,No,7,1,49,0
8,49,Yes,8,5,43,0
7,53,No,5,3,40,0
7,85,No,9,5,77,1
6,98,No,5,1,84,1
3,91,Yes,7,1,74,1
5,93,Yes,4,6,78,1
1,50,Yes,4,2,21,0
7,45,Yes,7,2,34,0
9,60,No,4,6,54,0
1,72,No,4,7,47,0
2,58,No,5,6,36,0
3,78,Yes,4,2,53,0
3,63,No,4,2,45,0
8,57,Yes,7,6,52,0
7,74,Yes,4,2,66,0
6,91,Yes,9,1,79,1
4,82,No,6,6,63,0
9,76,No,6,2,72,1
1,58,No,7,4,33,0
2,92,No,6,6,70,1
4,63,Yes,5,1,47,0
3,95,No,9,7,73,1
1,73,Yes,9,1,50,0
5,61,Yes,7,3,48,0
7,43,Yes,4,3,33,0
2,96,Yes,6,7,72,1
5,49,Yes,5,0,31,0
6,41,Yes,7,8,32,0
7,47,Yes,7,5,34,0
1,72,No,4,3,41,0
7,98,No,8,5,91,1
4,77,Yes,6,5,61,0
8,82,No,5,8,75,1
4,98,No,7,3,80,1
6,67,No,6,7,57,0
9,49,No,5,0,46,0
5,84,Yes,9,5,71,1
4,40,No,9,4,21,0
8,73,Yes,5,2,69,0
9,42,Yes,9,3,37,0
4,48,No,7,7,32,0
3,44,No,6,9,26,0
8,81,Yes,5,1,74,1
5,49,Yes,7,7,34,0
2,51,No,6,6,24,0
9,57,No,6,0,53,0
3,97,Yes,7,1,74,1
2,60,No,6,6,37,0
1,60,Yes,8,2,31,0
8,40,Yes,5,1,29,0
3,42,Yes,5,0,21,0
7,44,Yes,6,6,37,0
1,64,No,7,2,37,0
1,97,Yes,4,5,73,1
9,88,Yes,9,9,87,1
8,47,No,6,7,45,0
3,56,No,4,5,32,0
6,48,Yes,6,6,35,0
3,71,No,4,5,52,0
4,45,No,6,6,27,0
1,88,Yes,7,4,65,0
5,79,No,9,8,64,0
1,60,No,4,2,30,0
1,46,No,8,5,22,0
7,46,No,7,8,35,0
6,86,No,9,0,72,1
2,78,Yes,6,4,55,0
2,93,No,4,3,71,1
7,66,Yes,9,8,60,0
1,47,Yes,5,0,19,0
2,48,No,7,3,25,0
8,67,No,4,0,55,0
6,54,No,7,2,41,0
2,41,No,4,3,17,0
7,46,No,5,0,36,0
4,86,No,8,4,71,1
2,57,No,5,5,35,0
6,61,No,6,0,48,0
9,89,No,7,9,82,1
9,49,No,8,9,48,0
8,93,No,7,3,86,1
3,89,No,9,3,69,0
3,72,Yes,4,0,50,0
2,46,No,6,1,22,0
5,42,Yes,6,9,25,0
4,53,Yes,7,4,33,0
7,83,No,6,1,71,1
4,85,Yes,7,2,70,1
9,75,No,4,8,71,1
2,52,No,4,4,28,0
6,55,Yes,7,0,44,0
7,55,No,5,4,46,0
4,93,Yes,5,2,76,1
6,44,Yes,4,0,29,0
7,91,No,8,2,84,1
4,64,Yes,5,5,47,0
8,77,Yes,7,9,70,1
9,77,No,4,4,73,1
1,89,Yes,6,0,63,0
7,77,No,6,1,68,0
9,78,No,5,4,74,1
5,95,No,8,8,82,1
2,95,No,9,4,77,1
6,87,Yes,5,4,77,1
7,80,No,8,0,71,1
2,65,Yes,5,4,39,0
2,98,Yes,6,7,77,1
1,52,No,8,8,25,0
4,83,No,6,9,63,0
7,90,No,7,2,80,1
9,65,Yes,7,3,62,0
3,94,No,4,6,75,1
7,94,Yes,6,6,88,1
7,40,No,6,0,31,0
7,47,No,4,5,36,0
2,43,Yes,7,8,21,0
6,60,Yes,7,4,50,0
2,61,No,8,7,40,0
6,90,No,8,9,81,1
3,92,No,9,8,75,1
2,97,Yes,7,9,76,1
6,76,No,9,9,66,0
2,88,No,5,2,59,0
5,42,Yes,6,0,26,0
2,58,No,8,1,33,0
3,40,Yes,5,4,19,0
3,68,Yes,8,9,49,0
6,62,No,4,6,50,0
6,72,No,6,5,56,0
3,94,Yes,9,3,74,1
3,91,Yes,9,8,72,1
1,80,No,8,3,53,0
7,62,Yes,7,2,60,0
8,44,Yes,9,4,35,0
2,46,No,4,3,22,0
4,96,Yes,4,1,80,1
7,97,Yes,7,2,88,1
8,45,Yes,4,6,39,0
1,88,Yes,6,1,63,0
4,61,Yes,8,0,44,0
6,88,Yes,4,1,72,1
3,52,No,6,7,33,0
5,51,No,7,7,39,0
9,43,No,8,9,45,0
3,47,No,7,1,23,0
5,76,Yes,8,5,63,0
8,70,No,4,6,63,0
6,76,Yes,4,0,63,0
4,84,No,8,6,64,0
8,65,Yes,6,7,62,0
3,82,No,6,8,64,0
3,47,Yes,6,7,28,0
4,79,No,5,2,60,0
9,72,No,9,7,70,1
5,84,No,9,2,70,1
8,68,No,9,5,60,0
6,44,No,6,3,33,0
3,67,Yes,4,6,46,0
8,92,No,5,7,88,1
9,79,Yes,6,9,78,1
8,56,No,4,5,47,0
4,94,No,5,9,75,1
6,62,No,4,3,51,0
1,84,Yes,8,7,61,0
4,48,No,4,6,29,0
8,41,No,5,9,36,0
1,71,Yes,6,7,44,0
3,90,Yes,9,9,75,1
1,91,Yes,5,6,63,0
9,88,Yes,6,2,85,1
2,70,No,6,2,46,0
9,46,Yes,7,8,44,0
4,69,Yes,8,6,55,0
2,97,No,7,0,76,1
4,42,Yes,9,2,25,0
6,90,Yes,5,0,74,1
7,90,Yes,7,5,79,1
3,95,No,9,1,75,1
3,48,Yes,6,6,28,0
8,49,Yes,5,7,44,0
5,85,Yes,7,5,72,1
4,89,No,4,4,72,1
7,97,No,9,9,94,1
7,86,Yes,9,3,79,1
9,65,No,8,8,64,0
9,40,Yes,4,7,35,0
5,69,No,5,4,54,0
8,96,No,7,0,90,1
1,77,Yes,6,7,52,0
9,54,Yes,7,7,50,0
8,64,Yes,5,6,58,0
6,45,No,5,6,33,0
3,57,Yes,5,7,38,0
3,40,No,5,0,17,0
8,95,No,9,2,90,1
5,42,Yes,7,3,32,0
7,56,No,4,5,46,0
5,87,No,6,9,76,1
8,47,Yes,6,9,45,0
4,99,No,8,8,81,1
2,88,No,9,3,66,0
3,79,Yes,5,5,59,0
8,56,Yes,5,8,54,0
7,64,Yes,5,8,59,0
2,80,No,9,5,55,0
6,51,No,4,4,36,0
9,68,No,5,2,66,0
4,64,Yes,8,4,47,0
9,90,No,8,2,89,1
2,75,No,4,4,50,0
2,92,No,9,9,69,0
9,93,Yes,5,9,94,1
7,64,Yes,7,0,54,0
7,68,Yes,7,5,60,0
1,50,No,6,6,22,0
6,99,No,4,1,84,1
7,43,Yes,7,2,34,0
6,53,Yes,6,9,40,0
6,85,No,8,8,78,1
2,77,Yes,6,7,56,0
6,56,No,5,3,45,0
4,41,Yes,5,7,23,0
9,47,Yes,8,7,45,0
1,75,Yes,4,5,50,0
8,49,No,9,0,37,0
5,46,Yes,5,1,29,0
1,75,No,5,3,44,0
4,55,Yes,6,3,38,0
1,53,Yes,6,1,24,0
6,55,No,6,8,43,0
2,64,No,7,1,39,0
5,80,Yes,8,5,70,1
7,43,No,4,4,37,0
2,68,Yes,6,3,47,0
6,95,No,4,5,85,1
6,45,No,6,3,32,0
5,40,Yes,5,8,24,0
5,78,Yes,4,9,60,0
3,40,No,7,6,20,0
2,90,No,6,2,66,0
7,79,Yes,9,9,74,1
1,96,No,8,3,70,1
6,42,No,5,0,25,0
6,40,No,6,5,25,0
3,40,No,4,1,20,0
2,78,Yes,6,3,59,0
2,60,Yes,5,4,33,0
9,84,No,8,7,81,1
5,69,No,8,2,51,0
7,71,Yes,8,5,64,0
5,72,No,9,0,58,0
7,87,No,5,8,78,1
4,61,No,9,0,43,0
8,69,No,9,1,64,0
7,93,No,6,0,85,1
5,85,Yes,5,7,73,1
6,43,No,5,3,32,0
5,62,No,6,1,46,0
7,94,No,7,6,85,1
2,83,Yes,9,7,64,0
5,64,No,8,8,50,0
3,51,No,4,4,29,0
9,56,Yes,9,2,53,0
6,92,Yes,4,0,83,1
3,54,Yes,6,7,36,0
7,49,Yes,4,5,37,0
4,74,No,7,4,57,0
3,94,No,5,6,75,1
8,91,No,8,4,84,1
4,91,Yes,4,3,74,1
1,68,No,4,4,40,0
6,51,Yes,6,6,37,0
1,40,Yes,6,5,11,0
5,40,No,5,9,28,0
7,49,Yes,8,9,40,0
6,57,Yes,4,8,47,0
2,86,No,5,9,65,0
4,41,No,8,1,22,0
2,88,Yes,5,6,66,0
1,47,No,4,0,19,0
3,61,No,6,7,43,0
3,61,Yes,6,3,41,0
7,65,Yes,6,7,56,0
1,65,No,7,7,42,0
9,48,No,5,3,45,0
6,60,Yes,4,3,46,0
4,70,No,5,4,51,0
3,91,Yes,6,6,74,1
3,82,Yes,9,5,67,0
2,45,No,9,0,21,0
2,95,No,5,5,73,1
5,53,No,8,2,39,0
9,72,No,9,8,69,0
2,46,No,9,2,24,0
2,63,Yes,5,8,36,0
6,48,No,7,4,38,0
2,50,Yes,7,9,29,0
4,95,No,6,7,72,1
6,62,Yes,4,8,48,0
5,87,No,8,8,71,1
1,90,No,4,6,61,0
6,41,Yes,4,9,29,0
1,54,No,8,0,31,0
3,74,No,7,7,56,0
5,75,Yes,9,6,62,0
5,91,Yes,6,3,78,1
6,93,Yes,5,5,83,1
8,67,No,7,9,65,0
5,78,Yes,6,1,65,0
1,83,Yes,9,3,59,0
5,43,No,7,7,26,0
3,49,No,8,3,32,0
4,45,No,4,9,27,0
8,96,No,8,3,89,1
7,69,No,9,3,57,0
5,93,No,5,9,77,1
2,85,Yes,8,8,65,0
6,74,Yes,9,1,63,0
6,88,No,4,6,78,1
6,82,Yes,7,2,74,1
9,49,Yes,6,3,41,0
8,97,Yes,9,0,90,1
8,92,Yes,9,2,88,1
1,71,No,5,1,47,0
5,81,No,7,9,66,0
7,81,Yes,9,6,75,1
6,42,No,9,5,29,0
5,95,Yes,6,0,80,1
8,65,Yes,4,7,59,0
3,54,No,8,8,34,0
6,56,Yes,7,0,47,0
5,66,No,6,4,53,0
8,57,No,6,6,50,0
4,90,No,8,1,72,1
8,58,No,7,5,54,0
2,51,No,7,7,28,0
9,63,No,4,7,59,0
9,44,No,7,9,40,0
6,63,No,9,9,55,0
4,66,No,8,7,49,0
4,87,Yes,7,5,70,1
6,69,No,4,5,57,0
5,54,Yes,6,2,39,0
6,86,No,9,1,75,1
7,98,Yes,7,4,87,1
7,77,No,8,8,70,1
9,83,No,7,3,76,1
8,73,No,5,4,68,0
6,66,Yes,4,5,53,0
6,59,Yes,6,5,48,0
5,80,No,5,3,63,0
1,71,Yes,8,3,47,0
9,43,No,7,7,38,0
9,44,Yes,4,4,43,0
9,92,Yes,9,4,90,1
8,97,Yes,7,8,95,1
3,47,No,7,3,24,0
1,61,Yes,7,6,35,0
8,81,Yes,9,4,75,1
7,46,No,7,8,37,0
5,61,No,4,7,46,0
7,85,Yes,9,7,80,1
4,69,Yes,9,9,55,0
9,76,No,5,9,71,1
2,55,No,8,2,32,0
9,54,No,9,8,51,0
9,44,No,5,7,43,0
5,42,No,4,2,23,0
1,62,Yes,8,9,37,0
7,49,No,9,0,40,0
4,44,No,6,4,24,0
9,62,Yes,5,3,60,0
6,54,No,4,7,44,0
3,57,No,4,5,34,0
6,64,No,4,9,51,0
6,47,Yes,8,4,39,0
5,70,No,7,8,57,0
2,60,No,6,5,36,0
2,41,No,8,2,16,0
7,61,No,8,5,52,0
2,47,Yes,9,3,25,0
6,62,Yes,5,4,51,0
5,71,No,6,5,56,0
4,47,No,4,8,27,0
7,43,No,8,2,33,0
8,69,No,6,0,60,0
4,58,No,5,1,39,0
1,62,No,7,7,41,0
1,57,No,6,3,35,0
1,92,Yes,4,6,67,0
1,68,No,8,1,39,0
5,62,Yes,7,9,51,0
4,72,Yes,5,7,56,0
9,91,No,4,9,93,1
3,86,Yes,7,8,68,0
7,57,Yes,9,6,49,0
8,93,Yes,9,9,88,1
6,83,No,5,0,72,1
1,72,Yes,4,1,44,0
8,46,Yes,8,8,41,0
3,90,No,5,9,69,0
8,67,No,7,6,66,0
4,40,Yes,4,2,20,0
8,95,No,9,4,92,1
1,78,No,9,0,53,0
3,73,Yes,6,9,50,0
6,78,Yes,4,2,70,1
9,58,Yes,7,3,51,0
2,70,No,7,3,45,0
1,52,Yes,6,6,25,0
3,96,Yes,7,4,75,1
4,63,No,4,8,45,0
5,44,No,9,6,29,0
3,62,No,5,1,43,0
2,58,No,9,7,38,0
2,40,Yes,9,1,16,0
7,72,Yes,4,6,61,0
9,98,Yes,7,4,95,1
2,89,No,6,9,65,0
7,95,Yes,6,5,85,1
7,72,No,8,3,66,0
7,71,No,6,4,61,0
3,98,No,6,4,79,1
7,67,Yes,7,6,59,0
1,76,No,5,3,52,0
1,80,Yes,5,4,56,0
5,51,Yes,7,3,37,0
2,48,Yes,6,3,29,0
9,89,No,4,7,84,1
7,94,Yes,9,4,87,1
4,50,Yes,9,8,36,0
4,72,No,5,4,56,0
2,58,Yes,7,7,34,0
5,93,No,4,2,77,1
4,96,Yes,6,6,80,1
1,81,No,7,0,59,0
8,73,No,5,4,68,0
3,46,No,4,1,26,0
6,70,No,4,7,57,0
4,91,No,5,5,72,1
9,41,Yes,4,4,36,0
7,58,Yes,9,2,51,0
9,77,Yes,5,0,76,1
3,71,Yes,9,9,51,0
1,49,No,7,9,28,0
5,80,No,8,9,69,0
3,47,Yes,6,9,30,0
6,65,No,7,7,56,0
8,69,Yes,9,4,64,0
4,50,No,6,8,33,0
5,80,No,6,6,67,0
5,59,Yes,9,0,45,0
4,99,Yes,9,0,84,1
4,59,No,5,6,40,0
4,48,Yes,8,6,33,0
4,47,Yes,9,8,31,0
4,99,Yes,6,1,81,1
5,54,Yes,6,6,38,0
2,73,No,7,1,48,0
2,63,No,8,9,39,0
9,72,No,8,9,71,1
2,80,No,6,1,55,0
6,80,Yes,8,4,70,1
2,84,Yes,7,8,65,0
5,79,Yes,5,8,65,0
4,66,No,6,9,49,0
7,60,No,4,0,49,0
7,44,No,6,6,35,0
6,74,No,6,9,62,0
5,60,Yes,5,9,48,0
1,43,Yes,9,2,18,0
3,88,Yes,9,9,70,1
9,87,No,4,9,83,1
1,55,No,4,0,29,0
5,96,No,4,1,79,1
2,70,No,9,5,49,0
4,65,No,5,9,49,0
1,91,No,8,1,63,0
3,74,Yes,4,1,50,0
7,45,No,8,3,36,0
3,72,No,7,2,53,0
4,60,No,5,7,39,0
2,55,Yes,8,7,32,0
3,86,Yes,9,5,69,0
9,78,No,9,3,74,1
3,73,Yes,4,6,55,0
5,81,Yes,4,8,72,1
2,96,Yes,8,1,72,1
4,99,No,9,5,86,1
7,54,Yes,8,6,47,0
7,45,Yes,7,0,34,0
3,41,Yes,5,5,24,0
5,63,No,9,7,51,0
1,95,Yes,6,6,73,1
1,88,No,9,1,68,0
5,67,Yes,7,1,52,0
9,40,No,9,3,38,0
1,40,No,7,4,11,0
1,67,No,9,4,41,0
4,75,No,7,1,57,0
4,59,No,4,6,41,0
2,87,Yes,8,7,62,0
9,47,Yes,9,1,48,0
9,40,Yes,5,3,37,0
2,65,No,4,2,41,0
9,90,No,7,3,91,1
6,82,No,5,4,73,1
